loan_id,customer_id,loan_type,loan_amount_lakh,interest_rate_pct,tenure_months,emi_amount,disbursement_date,branch_id,loan_status,emi_missed_count,days_past_due,is_npa,collateral_type,processing_fee_pct
LOAN000217,CUST07823,Education Loan,11.91,17.45,180,18710.71,2022-03-29,BR0012,Active,0,0,0,Gold,1.76
LOAN000218,CUST03963,Education Loan,13.61,17.82,120,24365.71,2022-01-03,BR0017,Active,0,0,0,None,1.06
LOAN000219,CUST05290,Home Loan,90.98,13.05,24,432749.2,2024-07-29,BR0043,Restructured,0,0,0,Property,1.81
LOAN000220,CUST04351,Personal Loan,5.83,8.46,48,14358.95,2020-08-01,BR0011,Active,0,0,0,Property,0.58
LOAN000221,CUST05655,Business Loan,44.77,15.71,60,108183.3,2020-07-01,BR0045,NPA,5,200,1,None,1.71
LOAN000222,CUST06647,Auto Loan,14.81,14.73,12,133483.95,2021-06-18,BR0029,Active,0,0,0,Gold,1.89
LOAN000223,CUST01469,Auto Loan,8.93,13.99,48,24398.06,2022-06-06,BR0040,Restructured,0,0,0,Property,0.75
LOAN000224,CUST06705,Education Loan,3.91,17.54,240,5896.29,2022-07-18,BR0020,Active,0,0,0,Gold,1.97
LOAN000225,CUST04222,Education Loan,4.01,7.93,36,12552.94,2021-05-23,BR0035,Active,0,0,0,FD,1.29
LOAN000226,CUST02089,Home Loan,37.05,13.94,36,126520.18,2023-03-26,BR0029,Active,0,0,0,Property,0.89
LOAN000227,CUST01166,Education Loan,14.18,14.81,60,33592.86,2023-09-16,BR0018,Active,0,0,0,Gold,2.26
LOAN000228,CUST00689,Gold Loan,4.03,10.15,180,4367.72,2020-02-07,BR0039,Active,0,0,0,Property,1.21
LOAN000229,CUST00492,Home Loan,46.65,17.3,60,116691.1,2024-03-05,BR0014,Closed,0,0,0,FD,1.72
LOAN000230,CUST04564,Auto Loan,10.83,8.24,36,34057.32,2023-07-06,BR0004,Active,0,0,0,Vehicle,2.49
LOAN000231,CUST07094,Education Loan,3.56,17.73,12,32592.35,2023-12-28,BR0021,Restructured,0,0,0,Gold,0.71
LOAN000232,CUST09013,Business Loan,62.86,9.97,60,133466.15,2024-05-24,BR0005,NPA,3,51,1,Property,2.09
LOAN000233,CUST00339,Gold Loan,1.44,10.93,48,3716.86,2022-07-26,BR0002,NPA,5,80,1,FD,1.44
LOAN000234,CUST02223,Gold Loan,4.79,9.62,36,15370.67,2022-11-27,BR0020,Active,0,0,0,Vehicle,1.63
LOAN000235,CUST03540,Business Loan,15.02,8.77,240,13292.51,2022-10-01,BR0041,NPA,3,66,1,Vehicle,2.23
LOAN000236,CUST01656,Home Loan,88.21,16.94,24,435875.95,2024-02-07,BR0029,Active,0,0,0,Property,2.16
LOAN000237,CUST03506,Home Loan,73.66,13.49,60,169452.58,2024-05-30,BR0049,NPA,3,117,1,Vehicle,1.83
LOAN000238,CUST04178,Education Loan,5.73,10.71,48,14728.92,2020-12-24,BR0009,Closed,0,0,0,Property,1.01
LOAN000239,CUST02568,Auto Loan,8.13,15.0,120,13116.53,2024-09-30,BR0004,Active,1,22,0,Gold,0.75
LOAN000240,CUST03488,Home Loan,37.47,12.27,84,66687.04,2024-11-01,BR0001,NPA,3,81,1,Property,1.92
LOAN000241,CUST06406,Education Loan,13.62,8.72,120,17047.53,2020-12-03,BR0023,NPA,5,135,1,Gold,1.79
LOAN000242,CUST01012,Auto Loan,6.9,15.44,36,24068.02,2021-03-01,BR0013,Active,0,0,0,Property,1.7
LOAN000243,CUST09741,Education Loan,10.0,16.25,120,16907.44,2021-11-08,BR0036,Active,0,0,0,FD,0.95
LOAN000244,CUST04319,Personal Loan,5.74,17.45,24,28504.13,2023-08-14,BR0027,NPA,6,234,1,Property,1.52
LOAN000245,CUST06542,Gold Loan,5.62,15.22,240,7491.87,2023-09-01,BR0005,Active,0,0,0,Property,0.6
LOAN000246,CUST08039,Personal Loan,2.2,12.62,240,2518.14,2024-03-14,BR0026,Active,0,0,0,Gold,1.07
LOAN000247,CUST08699,Education Loan,10.52,13.55,180,13693.31,2023-05-28,BR0023,Active,0,0,0,Vehicle,1.79
LOAN000248,CUST03724,Personal Loan,0.8,11.44,36,2635.8,2021-11-10,BR0024,Closed,1,34,0,FD,2.0
LOAN000249,CUST04609,Home Loan,42.59,17.34,180,66575.19,2022-04-23,BR0033,Closed,2,72,0,Property,1.49
LOAN000250,CUST01212,Business Loan,45.18,8.43,240,39008.32,2020-06-04,BR0025,Active,1,40,0,Gold,1.63
LOAN000251,CUST04493,Home Loan,100.65,16.41,240,143134.9,2021-11-21,BR0041,Active,0,0,0,None,1.65
LOAN000252,CUST01615,Gold Loan,6.54,11.27,180,7544.6,2023-07-29,BR0034,Active,0,0,0,None,1.17
LOAN000253,CUST01281,Auto Loan,12.5,7.74,240,10254.15,2023-09-20,BR0041,Restructured,0,0,0,Vehicle,1.75
LOAN000254,CUST03325,Auto Loan,13.1,15.67,240,17901.9,2022-09-05,BR0047,Active,0,0,0,FD,0.98
LOAN000255,CUST01907,Auto Loan,14.25,14.63,48,39392.06,2022-04-16,BR0026,NPA,3,78,1,Vehicle,1.21
LOAN000256,CUST04292,Business Loan,27.89,11.42,180,32439.1,2023-12-11,BR0018,Active,0,0,0,Property,2.23
LOAN000257,CUST03196,Personal Loan,7.75,14.87,240,10130.76,2022-09-14,BR0017,Restructured,0,0,0,Gold,0.51
LOAN000258,CUST00184,Auto Loan,4.97,14.56,84,9468.21,2021-05-24,BR0017,Active,0,0,0,Property,1.84
LOAN000259,CUST01583,Gold Loan,6.39,10.76,120,8715.64,2024-03-18,BR0049,Active,0,0,0,Property,0.87
LOAN000260,CUST02454,Education Loan,5.23,17.34,48,15183.34,2020-06-14,BR0008,Restructured,0,0,0,Property,1.79
LOAN000261,CUST09636,Personal Loan,6.07,9.04,24,27741.78,2023-07-30,BR0044,Restructured,2,72,0,Property,1.69
LOAN000262,CUST01114,Education Loan,13.68,8.18,12,119114.05,2020-02-28,BR0011,Active,0,0,0,Vehicle,2.04
LOAN000263,CUST06108,Personal Loan,1.2,9.14,24,5489.88,2023-04-20,BR0046,Active,0,0,0,FD,1.43
LOAN000264,CUST02776,Business Loan,59.48,10.12,12,523255.72,2023-09-01,BR0022,Restructured,0,0,0,FD,0.65
LOAN000265,CUST02808,Auto Loan,14.36,16.56,12,130670.36,2021-05-10,BR0045,Active,0,0,0,FD,1.31
LOAN000266,CUST08398,Auto Loan,9.2,15.87,12,83415.8,2021-01-02,BR0027,Active,0,0,0,Gold,0.57
LOAN000267,CUST01675,Home Loan,126.64,12.36,48,335734.53,2023-10-02,BR0020,Restructured,2,32,0,Gold,2.06
LOAN000268,CUST00808,Home Loan,58.46,8.85,84,93612.33,2022-03-03,BR0009,NPA,3,69,1,None,2.47
LOAN000269,CUST09097,Gold Loan,2.54,12.81,48,6790.26,2022-02-25,BR0040,Active,0,0,0,None,2.05
LOAN000270,CUST05956,Education Loan,5.62,9.22,84,9104.93,2024-07-12,BR0039,Restructured,0,0,0,Property,1.04
LOAN000271,CUST08479,Home Loan,106.01,10.78,48,272857.17,2020-07-11,BR0024,Closed,0,0,0,None,0.7
LOAN000272,CUST02292,Education Loan,3.04,13.62,120,4650.89,2022-09-29,BR0022,Active,0,0,0,Gold,1.76
LOAN000273,CUST01700,Home Loan,24.96,14.27,180,33694.26,2021-12-28,BR0042,Active,0,0,0,Property,1.57
LOAN000274,CUST04404,Personal Loan,6.01,13.91,120,9299.02,2023-07-17,BR0041,NPA,3,120,1,Property,1.39
LOAN000275,CUST09480,Personal Loan,2.94,17.21,24,14565.71,2022-01-24,BR0031,Active,0,0,0,Property,0.9
LOAN000276,CUST06079,Gold Loan,1.65,15.16,120,2678.22,2021-01-15,BR0037,NPA,6,138,1,None,1.36
LOAN000277,CUST06253,Business Loan,73.45,17.45,84,152017.28,2021-02-04,BR0043,NPA,6,144,1,Gold,0.79
LOAN000278,CUST03011,Gold Loan,6.12,13.31,120,9250.06,2024-05-24,BR0041,Active,0,0,0,Property,1.67
LOAN000279,CUST05396,Personal Loan,2.52,13.64,36,8568.77,2024-08-08,BR0031,Active,0,0,0,None,2.39
LOAN000280,CUST09865,Gold Loan,2.43,11.5,48,6339.63,2020-03-01,BR0013,Active,0,0,0,Vehicle,1.34
LOAN000281,CUST06678,Auto Loan,4.53,11.73,24,21267.21,2020-11-11,BR0005,Active,0,0,0,None,0.83
LOAN000282,CUST00670,Business Loan,43.33,13.35,120,65593.91,2020-06-15,BR0040,Active,0,0,0,None,2.08
LOAN000283,CUST02623,Education Loan,11.87,16.11,60,28934.96,2023-03-30,BR0008,Restructured,0,0,0,Property,2.26
LOAN000284,CUST06216,Personal Loan,7.4,12.88,120,10996.68,2021-04-03,BR0040,Active,0,0,0,Vehicle,1.81
LOAN000285,CUST02994,Gold Loan,3.01,9.34,24,13798.11,2024-05-14,BR0025,Active,1,22,0,Gold,2.1
LOAN000286,CUST04621,Personal Loan,0.92,8.3,180,895.21,2024-10-28,BR0015,Restructured,0,0,0,Property,2.18
LOAN000287,CUST06670,Auto Loan,4.09,15.53,180,5873.5,2021-09-11,BR0013,Active,2,64,0,None,2.07
LOAN000288,CUST07710,Auto Loan,17.78,17.28,24,88147.74,2021-08-03,BR0006,NPA,5,170,1,Vehicle,1.4
LOAN000289,CUST00394,Auto Loan,18.92,18.29,48,55864.62,2023-06-10,BR0049,Active,0,0,0,Gold,0.61
LOAN000290,CUST02397,Home Loan,91.89,13.99,36,314013.61,2022-01-15,BR0038,Closed,0,0,0,None,1.21
LOAN000291,CUST00093,Home Loan,108.8,12.48,120,159130.22,2020-02-02,BR0043,Active,0,0,0,None,1.18
LOAN000292,CUST06568,Gold Loan,6.17,15.82,48,17429.13,2024-04-29,BR0037,Active,0,0,0,Vehicle,2.43
LOAN000293,CUST08126,Education Loan,5.45,8.73,12,47592.84,2022-03-26,BR0021,NPA,3,57,1,Gold,1.12
LOAN000294,CUST05835,Business Loan,11.02,11.73,120,15638.97,2022-04-23,BR0015,Restructured,0,0,0,Gold,0.88
LOAN000295,CUST04618,Education Loan,8.07,8.46,36,25460.05,2023-10-17,BR0034,Active,0,0,0,Property,0.67
LOAN000296,CUST02465,Home Loan,84.13,17.83,240,128739.18,2023-04-21,BR0025,Active,0,0,0,Property,0.77
LOAN000297,CUST06629,Gold Loan,0.58,9.9,84,959.87,2024-06-18,BR0029,Restructured,0,0,0,FD,0.53
LOAN000298,CUST09591,Education Loan,13.16,12.98,60,29929.57,2020-02-26,BR0044,Active,0,0,0,Gold,2.36
LOAN000299,CUST00909,Business Loan,25.76,16.52,240,36847.41,2020-10-31,BR0027,Closed,0,0,0,None,1.25
LOAN000300,CUST03622,Auto Loan,11.37,11.99,36,37759.24,2020-06-24,BR0007,Restructured,0,0,0,Vehicle,0.82
LOAN000301,CUST04691,Home Loan,29.66,13.32,120,44847.14,2022-02-23,BR0001,Active,0,0,0,None,2.2
LOAN000302,CUST01252,Business Loan,43.24,16.48,12,393303.08,2021-09-04,BR0035,Active,0,0,0,Property,2.44
LOAN000303,CUST02751,Gold Loan,1.7,18.04,180,2742.61,2020-12-11,BR0042,Closed,0,0,0,Gold,1.0
LOAN000304,CUST04682,Auto Loan,18.17,17.82,48,53203.62,2020-01-19,BR0008,Closed,0,0,0,Property,0.94
LOAN000305,CUST02016,Gold Loan,4.78,11.68,24,22429.75,2024-01-23,BR0021,Active,0,0,0,FD,2.4
LOAN000306,CUST03728,Auto Loan,12.34,9.55,60,25946.46,2022-06-01,BR0022,NPA,3,114,1,Property,2.1
LOAN000307,CUST09015,Auto Loan,19.73,7.63,84,30389.16,2021-04-29,BR0035,Active,0,0,0,Gold,0.64
LOAN000308,CUST02070,Auto Loan,9.74,8.43,240,8409.5,2020-01-23,BR0007,Active,0,0,0,Gold,1.78
LOAN000309,CUST08819,Auto Loan,17.7,15.95,48,50116.98,2022-11-11,BR0042,Active,0,0,0,Gold,2.09
LOAN000310,CUST07736,Home Loan,33.24,13.67,240,40540.38,2021-04-19,BR0016,Active,2,70,0,Vehicle,0.77
LOAN000311,CUST08750,Home Loan,126.94,10.7,120,172711.18,2021-12-12,BR0042,Closed,0,0,0,None,1.16
LOAN000312,CUST08024,Auto Loan,13.78,12.2,180,16716.04,2024-05-05,BR0048,Active,0,0,0,Property,0.71
LOAN000313,CUST05398,Education Loan,4.81,9.08,36,15313.59,2024-11-27,BR0023,Restructured,0,0,0,Vehicle,2.34
LOAN000314,CUST09792,Business Loan,12.26,16.97,84,25033.05,2023-07-06,BR0025,Active,0,0,0,FD,1.25
LOAN000315,CUST08606,Business Loan,15.53,9.62,24,71391.0,2020-09-18,BR0025,Closed,0,0,0,Gold,1.43
LOAN000316,CUST02796,Business Loan,58.51,18.06,12,536586.73,2021-11-22,BR0030,Active,0,0,0,Vehicle,2.27
LOAN000317,CUST01906,Business Loan,48.99,15.71,60,118380.61,2020-11-10,BR0049,Restructured,0,0,0,Vehicle,1.87
LOAN000318,CUST03357,Business Loan,48.34,11.27,12,427845.98,2022-09-21,BR0021,Active,0,0,0,FD,1.04
LOAN000319,CUST01537,Personal Loan,0.74,10.78,180,830.89,2021-05-25,BR0003,NPA,4,100,1,Vehicle,2.46
LOAN000320,CUST06612,Gold Loan,5.37,15.47,48,15073.36,2020-06-22,BR0026,NPA,6,162,1,Property,0.92
LOAN000321,CUST08225,Home Loan,87.3,12.41,12,777325.35,2024-06-29,BR0018,Active,0,0,0,Property,0.67
LOAN000322,CUST03443,Personal Loan,2.02,10.41,60,4332.77,2022-08-20,BR0015,NPA,5,130,1,Property,0.74
LOAN000323,CUST04999,Education Loan,4.42,15.73,24,21584.72,2022-12-29,BR0022,Restructured,0,0,0,Gold,1.72
LOAN000324,CUST01098,Auto Loan,17.4,10.23,180,18943.72,2024-02-10,BR0044,Active,0,0,0,Gold,1.04
LOAN000325,CUST00180,Gold Loan,1.26,9.22,36,4019.68,2021-04-07,BR0007,Active,1,40,0,Property,2.01
LOAN000326,CUST09871,Gold Loan,1.73,17.29,240,2575.79,2022-12-17,BR0035,Active,0,0,0,None,1.53
LOAN000327,CUST02127,Home Loan,25.11,11.11,84,43139.8,2023-01-17,BR0008,Closed,0,0,0,None,0.68
LOAN000328,CUST07177,Gold Loan,5.58,11.66,60,12316.74,2022-05-02,BR0027,Active,0,0,0,Vehicle,0.8
LOAN000329,CUST07125,Education Loan,4.36,18.04,12,39980.78,2023-02-25,BR0008,Closed,0,0,0,Vehicle,0.69
LOAN000330,CUST03935,Gold Loan,0.63,12.49,36,2107.28,2024-07-28,BR0046,Active,0,0,0,Gold,0.76
LOAN000331,CUST05485,Personal Loan,5.62,9.92,60,11918.73,2022-06-03,BR0002,Active,0,0,0,Property,1.01
LOAN000332,CUST00086,Personal Loan,4.31,7.7,240,3525.0,2021-05-22,BR0025,Closed,0,0,0,Gold,1.94
LOAN000333,CUST05798,Home Loan,22.31,12.62,240,25536.27,2024-01-07,BR0033,Active,0,0,0,None,2.3
LOAN000334,CUST01709,Business Loan,45.17,7.71,240,36970.85,2020-05-12,BR0022,Active,0,0,0,Property,2.48
LOAN000335,CUST02478,Personal Loan,8.3,18.35,240,13033.48,2020-08-14,BR0036,Closed,1,39,0,FD,1.91
LOAN000336,CUST05744,Education Loan,3.94,10.58,36,12820.83,2023-09-11,BR0035,NPA,6,186,1,Gold,0.88
LOAN000337,CUST08353,Gold Loan,5.85,15.33,180,8320.21,2021-10-07,BR0026,NPA,3,75,1,Property,0.62
LOAN000338,CUST00745,Home Loan,88.04,10.94,48,227287.54,2022-08-21,BR0011,Active,0,0,0,Property,1.16
LOAN000339,CUST04567,Home Loan,94.82,15.27,48,265190.73,2021-04-26,BR0031,Closed,2,38,0,FD,1.31
LOAN000340,CUST01330,Business Loan,11.13,13.8,48,30302.82,2022-07-30,BR0019,Restructured,0,0,0,Gold,1.48
LOAN000341,CUST07601,Business Loan,6.07,8.37,60,12415.54,2021-01-09,BR0031,Closed,0,0,0,Vehicle,2.03
LOAN000342,CUST08357,Business Loan,63.8,17.46,24,316853.62,2023-05-25,BR0004,Active,0,0,0,Gold,2.27
LOAN000343,CUST05798,Business Loan,54.51,16.39,180,81545.97,2020-03-30,BR0033,Active,0,0,0,FD,0.74
LOAN000344,CUST02593,Personal Loan,5.55,15.73,24,27102.98,2023-04-27,BR0013,Active,0,0,0,Gold,1.95
LOAN000345,CUST03727,Business Loan,31.34,14.95,48,87142.15,2024-05-15,BR0022,Closed,0,0,0,Gold,1.39
LOAN000346,CUST03958,Gold Loan,3.39,10.62,48,8699.2,2023-07-05,BR0014,Active,0,0,0,None,1.69
LOAN000347,CUST06953,Gold Loan,0.5,12.44,60,1123.37,2021-11-22,BR0017,Active,1,19,0,FD,2.18
LOAN000348,CUST07546,Personal Loan,5.78,7.72,60,11642.46,2022-07-12,BR0023,Active,0,0,0,Gold,1.16
LOAN000349,CUST08300,Education Loan,13.61,17.51,240,20492.67,2023-12-07,BR0031,Active,2,70,0,Property,2.25
LOAN000350,CUST09564,Personal Loan,6.96,11.85,12,61789.93,2021-02-20,BR0013,Closed,0,0,0,Property,1.27
LOAN000351,CUST07468,Education Loan,12.67,10.53,12,111701.98,2023-02-20,BR0045,Active,0,0,0,FD,2.12
LOAN000352,CUST09094,Business Loan,20.05,16.19,36,70678.07,2023-12-31,BR0046,Active,0,0,0,None,0.86
LOAN000353,CUST00481,Education Loan,8.93,17.39,12,81611.21,2024-12-12,BR0026,Active,1,26,0,None,1.61
LOAN000354,CUST07326,Home Loan,54.3,8.85,36,172293.72,2020-12-10,BR0005,Closed,1,38,0,FD,1.27
LOAN000355,CUST06535,Home Loan,56.81,13.59,84,105179.47,2021-05-27,BR0012,Active,2,44,0,None,1.04
LOAN000356,CUST03703,Auto Loan,10.6,16.38,240,15050.33,2024-05-27,BR0021,Restructured,0,0,0,FD,1.41
LOAN000357,CUST01845,Auto Loan,14.76,8.72,60,30439.14,2023-05-29,BR0001,NPA,3,45,1,FD,2.23
LOAN000358,CUST04190,Home Loan,132.0,11.36,60,289375.53,2020-03-20,BR0031,NPA,2,76,1,FD,1.79
LOAN000359,CUST03919,Gold Loan,7.67,18.34,84,16273.89,2022-06-11,BR0006,NPA,3,111,1,FD,2.13
LOAN000360,CUST02409,Business Loan,64.56,16.92,36,229917.05,2021-12-26,BR0012,Closed,0,0,0,Vehicle,1.29
LOAN000361,CUST05882,Education Loan,6.32,16.39,120,10740.94,2023-09-14,BR0010,Active,0,0,0,Gold,1.82
LOAN000362,CUST08342,Home Loan,20.54,12.36,84,36655.34,2024-06-16,BR0034,Restructured,0,0,0,Property,0.52
LOAN000363,CUST05762,Education Loan,8.53,13.92,240,10557.71,2021-07-17,BR0012,Restructured,0,0,0,Gold,2.18
LOAN000364,CUST07324,Gold Loan,3.58,10.1,60,7624.07,2023-05-25,BR0039,Closed,0,0,0,Gold,1.15
LOAN000365,CUST02173,Auto Loan,17.93,15.59,60,43212.64,2023-04-28,BR0037,NPA,4,120,1,Gold,2.08
LOAN000366,CUST04409,Education Loan,13.71,10.32,84,22987.55,2023-01-05,BR0012,Active,0,0,0,Gold,2.43
LOAN000367,CUST08412,Home Loan,53.48,16.7,120,91932.83,2021-06-30,BR0011,Restructured,0,0,0,FD,1.79
LOAN000368,CUST09669,Education Loan,3.96,14.62,240,5103.65,2023-05-04,BR0025,Active,0,0,0,Property,1.37
LOAN000369,CUST05634,Gold Loan,2.21,9.93,60,4687.99,2022-04-06,BR0028,NPA,3,90,1,Property,1.84
LOAN000370,CUST09029,Gold Loan,5.95,18.16,24,29750.86,2020-04-07,BR0020,Closed,0,0,0,None,0.65
LOAN000371,CUST08560,Auto Loan,16.97,17.14,240,25072.43,2021-09-11,BR0028,Closed,0,0,0,None,1.06
LOAN000372,CUST06123,Personal Loan,8.38,11.37,36,27582.11,2022-03-24,BR0018,Restructured,0,0,0,FD,0.85
LOAN000373,CUST03400,Home Loan,109.85,17.45,48,319535.88,2021-12-07,BR0015,Active,0,0,0,Vehicle,1.49
LOAN000374,CUST08208,Business Loan,67.08,14.95,84,129254.53,2021-09-10,BR0024,NPA,3,81,1,Vehicle,0.83
LOAN000375,CUST00667,Education Loan,8.69,17.82,24,43308.5,2022-11-26,BR0038,Restructured,0,0,0,Vehicle,1.16
LOAN000376,CUST07797,Home Loan,44.54,14.04,48,121801.52,2024-07-24,BR0036,Restructured,0,0,0,Gold,1.14
LOAN000377,CUST03545,Auto Loan,15.89,11.54,120,22376.99,2021-03-03,BR0030,Restructured,0,0,0,Property,2.0
LOAN000378,CUST07552,Home Loan,80.04,14.63,84,152794.39,2024-01-30,BR0003,Active,0,0,0,None,0.94
LOAN000379,CUST00058,Personal Loan,3.39,8.32,12,29539.26,2023-04-29,BR0037,Active,0,0,0,Vehicle,1.14
LOAN000380,CUST06391,Personal Loan,2.57,8.0,60,5211.03,2024-02-20,BR0030,NPA,6,126,1,None,1.32
LOAN000381,CUST03377,Business Loan,5.75,12.81,84,10401.08,2022-08-28,BR0042,Closed,0,0,0,Gold,2.43
LOAN000382,CUST00817,Personal Loan,1.32,15.23,12,11928.43,2020-09-01,BR0035,Active,0,0,0,Vehicle,1.48
LOAN000383,CUST07480,Business Loan,62.44,13.1,48,167820.96,2024-05-05,BR0037,Active,0,0,0,None,2.45
LOAN000384,CUST09147,Gold Loan,6.05,14.98,48,16831.47,2023-09-27,BR0043,Closed,2,64,0,FD,1.22
LOAN000385,CUST01086,Personal Loan,8.99,13.4,60,20639.57,2023-10-07,BR0022,Active,0,0,0,Property,2.29
LOAN000386,CUST07082,Personal Loan,4.04,16.45,48,11542.8,2023-11-10,BR0012,Closed,0,0,0,None,1.38
LOAN000387,CUST09184,Auto Loan,4.24,17.13,12,38696.98,2022-06-18,BR0029,Active,0,0,0,Vehicle,1.69
LOAN000388,CUST06200,Auto Loan,15.78,16.46,24,77611.07,2024-08-05,BR0025,Active,0,0,0,None,0.88
LOAN000389,CUST06404,Personal Loan,8.9,17.96,240,13708.08,2022-01-10,BR0019,Active,0,0,0,FD,1.66
LOAN000390,CUST08547,Personal Loan,8.01,9.3,24,36703.83,2022-12-02,BR0002,Active,0,0,0,None,0.83
LOAN000391,CUST03479,Personal Loan,7.91,14.73,60,18705.92,2023-03-25,BR0034,Closed,0,0,0,Property,1.9
LOAN000392,CUST07838,Education Loan,10.48,13.26,24,49951.91,2024-04-09,BR0037,Active,0,0,0,Gold,1.95
LOAN000393,CUST05917,Home Loan,142.86,8.69,24,650622.15,2020-01-29,BR0010,Active,0,0,0,Gold,1.54
LOAN000394,CUST01920,Personal Loan,4.25,9.0,36,13514.89,2021-02-09,BR0008,Closed,0,0,0,Gold,1.59
LOAN000395,CUST07890,Gold Loan,1.48,12.01,48,3898.13,2024-03-23,BR0038,Closed,0,0,0,None,1.37
LOAN000396,CUST08947,Home Loan,91.42,18.27,240,142991.99,2022-12-07,BR0028,Active,1,35,0,None,2.2
LOAN000397,CUST00797,Auto Loan,5.48,13.13,48,14736.85,2020-11-22,BR0039,Active,0,0,0,Vehicle,1.78
LOAN000398,CUST06867,Personal Loan,4.87,17.76,180,7758.8,2024-09-11,BR0035,Closed,1,28,0,Property,1.52
LOAN000399,CUST00728,Gold Loan,5.3,16.44,12,48197.78,2023-01-08,BR0027,Closed,0,0,0,Vehicle,1.42
LOAN000400,CUST01580,Business Loan,10.48,8.81,60,21658.24,2022-01-16,BR0030,NPA,5,175,1,Vehicle,1.4
LOAN000401,CUST00294,Education Loan,13.33,13.09,180,16944.69,2024-10-20,BR0034,Active,0,0,0,FD,0.51
LOAN000402,CUST09533,Business Loan,72.92,12.11,24,343634.46,2022-12-21,BR0003,Active,0,0,0,Gold,1.18
LOAN000403,CUST08752,Home Loan,20.67,14.2,36,70846.11,2021-07-06,BR0030,Closed,0,0,0,Gold,0.83
LOAN000404,CUST00248,Education Loan,9.23,8.35,12,80439.76,2022-03-09,BR0016,Closed,0,0,0,Vehicle,0.86
LOAN000405,CUST08411,Education Loan,7.8,17.85,240,11947.86,2023-06-18,BR0022,Active,0,0,0,Vehicle,1.95
LOAN000406,CUST00666,Gold Loan,7.19,16.44,240,10241.22,2024-03-14,BR0024,Active,0,0,0,None,2.47
LOAN000407,CUST00747,Home Loan,114.0,12.44,240,129038.15,2020-06-30,BR0011,Restructured,0,0,0,Property,0.86
LOAN000408,CUST06860,Gold Loan,5.37,8.3,120,6600.73,2024-12-25,BR0046,Active,0,0,0,None,2.49
LOAN000409,CUST08577,Gold Loan,5.67,7.67,24,25558.62,2021-02-25,BR0031,Active,0,0,0,None,1.98
LOAN000410,CUST01212,Home Loan,131.69,11.03,48,340551.58,2022-09-14,BR0025,Active,2,36,0,Vehicle,0.63
LOAN000411,CUST08142,Business Loan,5.07,10.08,48,12878.32,2020-01-07,BR0027,Restructured,0,0,0,Vehicle,1.6
LOAN000412,CUST08026,Gold Loan,5.32,10.22,24,24603.16,2020-08-13,BR0043,Active,0,0,0,Vehicle,2.26
LOAN000413,CUST06281,Personal Loan,9.03,10.62,240,9088.28,2020-04-21,BR0024,NPA,4,112,1,Vehicle,0.58
LOAN000414,CUST09757,Gold Loan,2.34,14.81,60,5543.53,2023-02-25,BR0016,Restructured,2,56,0,Vehicle,1.05
LOAN000415,CUST00612,Business Loan,42.78,13.4,84,78758.54,2023-10-01,BR0048,Restructured,0,0,0,None,1.0
LOAN000416,CUST01960,Education Loan,4.02,8.36,48,9882.07,2024-10-17,BR0048,Restructured,0,0,0,Vehicle,1.36
LOAN000417,CUST03454,Home Loan,44.56,15.02,60,106054.71,2024-11-22,BR0033,Active,0,0,0,Gold,0.69
LOAN000418,CUST06952,Business Loan,7.82,10.25,48,19927.56,2023-03-02,BR0035,Restructured,0,0,0,Property,2.04
LOAN000419,CUST05121,Gold Loan,4.46,8.51,120,5532.15,2024-08-14,BR0042,Active,2,56,0,Vehicle,1.8
LOAN000420,CUST02250,Personal Loan,3.31,12.85,84,5994.58,2021-11-26,BR0030,Active,0,0,0,FD,0.75
LOAN000421,CUST06741,Education Loan,12.98,7.93,48,31645.34,2024-10-19,BR0008,NPA,3,117,1,Gold,1.9
LOAN000422,CUST02697,Personal Loan,2.14,12.33,36,7141.64,2023-07-15,BR0049,Restructured,0,0,0,Vehicle,2.28
LOAN000423,CUST04468,Auto Loan,11.6,17.94,48,34038.64,2022-09-17,BR0025,Closed,1,19,0,Gold,1.79
LOAN000424,CUST01506,Auto Loan,9.18,17.09,12,83765.18,2023-10-27,BR0035,Active,0,0,0,Gold,1.35
LOAN000425,CUST01627,Personal Loan,0.8,8.64,240,701.36,2022-06-11,BR0023,Closed,0,0,0,Vehicle,2.44
LOAN000426,CUST00405,Gold Loan,4.27,10.47,120,5754.55,2020-11-30,BR0029,NPA,5,150,1,Property,1.26
LOAN000427,CUST02520,Gold Loan,5.04,9.96,24,23247.74,2022-03-02,BR0032,Active,0,0,0,Vehicle,1.72
LOAN000428,CUST04402,Education Loan,4.39,18.16,12,40280.95,2022-08-25,BR0032,Active,0,0,0,Gold,2.43
LOAN000429,CUST03490,Personal Loan,1.11,17.01,180,1709.08,2023-07-31,BR0049,NPA,4,128,1,None,2.31
LOAN000430,CUST06463,Business Loan,13.61,10.16,48,34623.15,2023-03-22,BR0040,Closed,1,40,0,Vehicle,1.55
LOAN000431,CUST01998,Gold Loan,5.58,15.57,48,15691.26,2024-10-20,BR0007,Restructured,0,0,0,FD,0.87
LOAN000432,CUST04592,Education Loan,3.74,14.85,84,7185.55,2022-01-25,BR0038,Active,1,37,0,Vehicle,1.01
LOAN000433,CUST06256,Home Loan,70.31,15.85,120,117122.07,2022-10-25,BR0031,Active,0,0,0,Vehicle,1.64
