month,branch_id,target_collection_lakh,actual_collection_lakh,collection_efficiency_pct,npa_amount_lakh,npa_pct,new_loans_disbursed,loan_disbursement_amount_lakh
2023-07,BR0026,169.0,158.76,93.94,13.81,8.17,8,93.79
2023-08,BR0026,464.85,350.59,75.42,42.28,9.1,7,102.55
2023-09,BR0026,347.75,265.54,76.36,10.26,2.95,12,115.38
2023-10,BR0026,220.21,170.51,77.43,14.69,6.67,58,218.32
2023-11,BR0026,211.75,195.97,92.55,26.18,12.36,73,163.76
2023-12,BR0026,266.13,268.66,100.95,37.72,14.17,80,359.56
2024-01,BR0026,214.73,166.95,77.75,16.67,7.76,24,259.69
2024-02,BR0026,56.06,53.97,96.28,8.24,14.7,68,62.23
2024-03,BR0026,112.4,109.9,97.78,2.51,2.23,72,308.85
2024-04,BR0026,341.59,308.22,90.23,26.34,7.71,53,173.96
2024-05,BR0026,175.78,157.46,89.58,23.85,13.57,22,325.96
2024-06,BR0026,313.04,264.33,84.44,40.15,12.83,17,223.02
2024-07,BR0026,419.26,329.04,78.48,11.45,2.73,26,306.99
2024-08,BR0026,358.74,327.67,91.34,23.46,6.54,15,288.13
2024-09,BR0026,414.19,408.93,98.73,45.0,10.86,19,70.3
2024-10,BR0026,414.89,388.96,93.75,51.71,12.46,27,384.01
2024-11,BR0026,228.88,168.3,73.53,19.83,8.66,66,278.75
2024-12,BR0026,264.8,198.89,75.11,31.73,11.98,18,195.5
2020-01,BR0027,245.39,237.14,96.64,23.94,9.76,27,246.02
2020-02,BR0027,330.33,325.54,98.55,38.44,11.64,60,171.81
2020-03,BR0027,196.93,196.58,99.82,28.7,14.57,71,157.94
2020-04,BR0027,158.02,149.52,94.62,15.54,9.83,22,73.43
2020-05,BR0027,484.65,423.29,87.34,26.61,5.49,43,224.45
2020-06,BR0027,343.05,322.74,94.08,46.12,13.44,17,77.51
2020-07,BR0027,251.76,255.89,101.64,23.43,9.31,49,176.51
2020-08,BR0027,262.92,232.39,88.39,30.12,11.46,76,318.68
2020-09,BR0027,371.3,276.21,74.39,40.82,10.99,18,24.98
2020-10,BR0027,488.41,493.39,101.02,51.34,10.51,12,229.55
2020-11,BR0027,89.33,73.77,82.58,2.95,3.3,58,170.57
2020-12,BR0027,470.69,403.15,85.65,41.34,8.78,32,36.01
2021-01,BR0027,116.93,100.97,86.35,13.08,11.19,73,26.75
2021-02,BR0027,378.7,386.16,101.97,45.75,12.08,73,104.6
2021-03,BR0027,61.15,43.62,71.34,4.99,8.16,53,22.12
2021-04,BR0027,175.12,176.29,100.67,11.69,6.68,17,144.15
2021-05,BR0027,330.07,321.22,97.32,17.5,5.3,8,72.82
2021-06,BR0027,172.78,159.74,92.45,7.6,4.4,80,119.59
2021-07,BR0027,146.76,146.31,99.69,16.63,11.33,65,145.02
2021-08,BR0027,211.89,198.14,93.51,19.47,9.19,9,220.22
2021-09,BR0027,449.74,424.37,94.36,50.9,11.32,77,291.06
2021-10,BR0027,245.78,206.7,84.1,20.43,8.31,33,246.81
2021-11,BR0027,121.59,122.36,100.63,5.96,4.9,27,68.32
2021-12,BR0027,141.89,135.12,95.23,18.86,13.29,12,104.28
2022-01,BR0027,474.79,340.0,71.61,70.54,14.86,55,52.32
2022-02,BR0027,380.97,366.46,96.19,21.65,5.68,59,129.62
2022-03,BR0027,415.41,290.83,70.01,30.17,7.26,75,375.36
2022-04,BR0027,421.73,414.1,98.19,30.65,7.27,26,39.05
2022-05,BR0027,222.09,189.49,85.32,26.18,11.79,46,232.79
2022-06,BR0027,329.45,231.27,70.2,44.19,13.41,42,275.33
2022-07,BR0027,176.82,155.39,87.88,14.46,8.18,75,277.33
2022-08,BR0027,76.37,61.65,80.72,2.15,2.82,46,199.29
2022-09,BR0027,382.67,384.81,100.56,31.46,8.22,38,258.49
2022-10,BR0027,258.84,206.11,79.63,30.18,11.66,52,361.35
2022-11,BR0027,155.75,121.64,78.1,21.01,13.49,67,115.51
2022-12,BR0027,345.29,284.17,82.3,20.53,5.95,7,269.24
2023-01,BR0027,430.62,401.73,93.29,19.09,4.43,29,230.53
2023-02,BR0027,177.55,157.86,88.91,8.19,4.61,11,156.7
2023-03,BR0027,437.54,321.37,73.45,48.0,10.97,44,370.07
2023-04,BR0027,392.78,303.93,77.38,52.04,13.25,76,182.8
2023-05,BR0027,430.38,400.08,92.96,29.79,6.92,42,182.16
2023-06,BR0027,186.23,150.55,80.84,25.39,13.63,29,323.24
2023-07,BR0027,213.56,200.94,94.09,23.11,10.82,34,344.94
2023-08,BR0027,316.86,313.98,99.09,15.46,4.88,30,161.3
2023-09,BR0027,88.88,89.98,101.24,10.43,11.73,29,149.82
2023-10,BR0027,258.92,202.14,78.07,23.06,8.91,75,20.32
2023-11,BR0027,352.12,283.07,80.39,39.42,11.2,69,68.47
2023-12,BR0027,179.88,176.08,97.89,13.98,7.77,44,121.08
2024-01,BR0027,368.75,346.92,94.08,18.82,5.1,36,87.33
2024-02,BR0027,237.69,181.67,76.43,17.64,7.42,46,312.81
2024-03,BR0027,64.4,52.05,80.83,9.38,14.57,58,198.66
2024-04,BR0027,397.76,358.3,90.08,10.88,2.74,56,373.37
2024-05,BR0027,254.63,250.99,98.57,31.95,12.55,74,233.33
2024-06,BR0027,166.86,154.01,92.3,10.32,6.18,58,164.72
2024-07,BR0027,356.57,251.13,70.43,50.07,14.04,57,365.67
2024-08,BR0027,495.99,348.23,70.21,55.01,11.09,32,211.77
2024-09,BR0027,249.12,229.09,91.96,6.55,2.63,49,55.04
2024-10,BR0027,285.67,279.47,97.83,23.26,8.14,37,234.96
2024-11,BR0027,365.37,366.36,100.27,26.6,7.28,14,273.91
2024-12,BR0027,199.49,176.49,88.47,18.95,9.5,28,178.02
2020-01,BR0028,208.53,199.98,95.9,13.95,6.69,62,363.21
2020-02,BR0028,123.08,91.15,74.06,5.15,4.18,74,272.47
2020-03,BR0028,414.83,300.96,72.55,56.14,13.53,12,70.76
2020-04,BR0028,191.97,167.3,87.15,14.36,7.48,61,33.73
2020-05,BR0028,207.58,191.08,92.05,7.4,3.56,61,124.63
2020-06,BR0028,110.94,89.16,80.37,5.22,4.71,15,188.39
2020-07,BR0028,220.05,198.97,90.42,11.94,5.43,26,225.91
2020-08,BR0028,247.91,197.88,79.82,22.94,9.25,74,323.98
2020-09,BR0028,293.5,215.87,73.55,29.68,10.11,17,33.86
2020-10,BR0028,360.35,332.28,92.21,34.05,9.45,34,133.25
2020-11,BR0028,473.26,336.58,71.12,10.25,2.17,27,360.0
2020-12,BR0028,172.06,140.4,81.6,18.98,11.03,5,330.73
2021-01,BR0028,150.46,106.8,70.98,6.48,4.31,20,43.78
2021-02,BR0028,266.55,267.64,100.41,35.96,13.49,30,34.87
2021-03,BR0028,378.48,325.8,86.08,33.81,8.93,71,57.71
2021-04,BR0028,184.04,176.77,96.05,18.71,10.17,55,123.69
2021-05,BR0028,211.26,197.82,93.64,10.64,5.04,20,67.54
2021-06,BR0028,293.64,211.04,71.87,16.21,5.52,24,50.06
2021-07,BR0028,195.96,199.86,101.99,10.78,5.5,17,273.01
2021-08,BR0028,166.63,146.83,88.12,16.59,9.96,9,113.89
2021-09,BR0028,149.31,144.53,96.8,3.14,2.1,62,297.62
2021-10,BR0028,252.33,191.32,75.82,32.42,12.85,40,103.14
2021-11,BR0028,172.47,128.51,74.51,17.13,9.93,12,214.02
2021-12,BR0028,61.05,42.8,70.11,8.12,13.3,68,259.35
2022-01,BR0028,182.7,177.35,97.07,6.13,3.36,21,26.93
2022-02,BR0028,454.28,457.78,100.77,21.64,4.76,39,62.22
2022-03,BR0028,464.9,462.76,99.54,28.46,6.12,9,67.1
2022-04,BR0028,420.84,370.8,88.11,16.49,3.92,29,171.96
2022-05,BR0028,58.36,41.42,70.98,7.61,13.04,68,186.7
2022-06,BR0028,286.68,291.81,101.79,21.99,7.67,80,84.68
2022-07,BR0028,65.69,58.63,89.25,3.45,5.25,71,327.48
2022-08,BR0028,228.04,225.14,98.73,26.17,11.48,15,156.81
2022-09,BR0028,190.05,168.42,88.62,27.68,14.56,53,103.78
2022-10,BR0028,402.91,403.68,100.19,24.11,5.98,17,367.22
2022-11,BR0028,174.62,124.28,71.17,25.71,14.72,55,46.89
2022-12,BR0028,446.94,382.63,85.61,43.69,9.78,28,53.92
2023-01,BR0028,462.97,345.1,74.54,64.47,13.93,39,334.65
2023-02,BR0028,266.31,206.82,77.66,26.3,9.88,51,120.29
2023-03,BR0028,179.63,178.07,99.13,16.95,9.44,79,264.19
2023-04,BR0028,148.51,126.26,85.02,10.01,6.74,23,368.79
2023-05,BR0028,421.05,360.59,85.64,63.13,14.99,21,31.47
2023-06,BR0028,404.2,409.17,101.23,38.78,9.59,41,347.96
2023-07,BR0028,205.96,182.48,88.6,30.59,14.85,12,268.77
2023-08,BR0028,267.26,254.22,95.12,26.29,9.84,5,81.67
2023-09,BR0028,301.16,218.31,72.49,15.83,5.26,71,326.91
2023-10,BR0028,482.43,379.29,78.62,20.77,4.31,44,119.16
2023-11,BR0028,435.02,380.34,87.43,18.87,4.34,25,270.68
2023-12,BR0028,345.69,341.27,98.72,48.6,14.06,36,182.14
2024-01,BR0028,473.43,428.55,90.52,67.74,14.31,7,125.13
2024-02,BR0028,348.58,288.07,82.64,51.34,14.73,9,365.37
2024-03,BR0028,326.4,309.26,94.75,43.02,13.18,37,374.99
2024-04,BR0028,77.3,72.95,94.37,8.45,10.93,75,85.3
2024-05,BR0028,179.49,169.17,94.25,5.16,2.87,21,75.5
2024-06,BR0028,305.17,274.74,90.03,32.47,10.64,76,50.21
2024-07,BR0028,315.29,226.95,71.98,29.94,9.5,72,173.83
2024-08,BR0028,283.45,264.32,93.25,13.17,4.65,36,115.08
2024-09,BR0028,108.71,78.29,72.02,6.53,6.01,54,307.23
2024-10,BR0028,457.03,442.63,96.85,61.54,13.47,41,167.8
2024-11,BR0028,249.52,208.02,83.37,21.08,8.45,42,328.77
2024-12,BR0028,101.16,87.22,86.22,3.31,3.27,74,134.41
2020-01,BR0029,310.34,241.26,77.74,46.22,14.89,24,238.33
2020-02,BR0029,235.71,203.94,86.52,11.35,4.82,27,25.04
2020-03,BR0029,147.93,143.7,97.14,6.11,4.13,44,91.59
2020-04,BR0029,437.99,333.14,76.06,60.27,13.76,15,251.56
2020-05,BR0029,64.94,66.15,101.86,7.66,11.8,17,299.31
2020-06,BR0029,306.68,226.21,73.76,41.32,13.47,77,90.53
2020-07,BR0029,53.49,49.04,91.69,2.67,4.99,48,168.54
2020-08,BR0029,478.47,480.0,100.32,11.96,2.5,59,150.92
2020-09,BR0029,415.31,394.5,94.99,22.5,5.42,24,58.46
2020-10,BR0029,225.17,214.92,95.45,22.43,9.96,75,182.58
2020-11,BR0029,74.95,52.91,70.6,10.44,13.93,74,167.34
2020-12,BR0029,442.93,388.94,87.81,53.51,12.08,33,147.9
2021-01,BR0029,287.6,225.22,78.31,15.71,5.46,35,24.03
2021-02,BR0029,373.26,323.62,86.7,20.77,5.56,15,175.74
2021-03,BR0029,294.99,214.55,72.73,17.77,6.02,67,186.51
2021-04,BR0029,104.82,75.51,72.04,6.44,6.14,29,279.34
2021-05,BR0029,259.32,193.22,74.51,16.76,6.46,24,378.55
2021-06,BR0029,201.57,174.68,86.66,19.68,9.76,68,206.34
2021-07,BR0029,453.77,367.24,80.93,15.7,3.46,8,357.27
2021-08,BR0029,353.01,279.8,79.26,50.76,14.38,25,228.36
2021-09,BR0029,496.11,495.17,99.81,48.59,9.79,47,101.86
2021-10,BR0029,311.37,227.74,73.14,33.87,10.88,6,196.85
2021-11,BR0029,235.11,212.68,90.46,16.8,7.15,5,388.87
2021-12,BR0029,366.82,327.46,89.27,27.16,7.4,39,354.97
2022-01,BR0029,345.9,309.79,89.56,34.62,10.01,54,286.61
2022-02,BR0029,149.46,124.74,83.46,12.01,8.04,18,198.78
2022-03,BR0029,60.51,56.37,93.16,3.57,5.9,53,121.27
2022-04,BR0029,296.74,294.9,99.38,27.12,9.14,57,328.62
2022-05,BR0029,374.85,294.07,78.45,24.76,6.61,30,135.1
2022-06,BR0029,292.29,215.48,73.72,38.19,13.07,42,52.81
2022-07,BR0029,370.04,341.95,92.41,15.5,4.19,20,167.35
2022-08,BR0029,157.05,130.15,82.87,13.57,8.64,64,369.02
2022-09,BR0029,259.52,214.86,82.79,25.59,9.86,58,175.79
2022-10,BR0029,461.89,381.66,82.63,49.05,10.62,77,354.3
2022-11,BR0029,437.68,381.31,87.12,17.89,4.09,29,275.71
2022-12,BR0029,241.0,227.79,94.52,17.4,7.22,74,130.06
2023-01,BR0029,483.06,345.39,71.5,34.34,7.11,41,320.43
2023-02,BR0029,187.75,163.0,86.82,16.0,8.52,16,64.68
2023-03,BR0029,193.3,182.07,94.19,14.86,7.69,36,77.92
2023-04,BR0029,444.4,433.6,97.57,52.22,11.75,43,257.98
2023-05,BR0029,350.42,247.68,70.68,18.68,5.33,65,139.73
2023-06,BR0029,105.62,98.71,93.46,3.36,3.18,25,335.32
2023-07,BR0029,307.04,266.57,86.82,30.43,9.91,63,369.86
2023-08,BR0029,418.64,311.84,74.49,43.4,10.37,58,108.69
2023-09,BR0029,114.24,97.41,85.27,4.54,3.97,25,141.03
2023-10,BR0029,436.74,413.2,94.61,13.27,3.04,39,300.58
2023-11,BR0029,243.04,197.13,81.11,17.13,7.05,48,120.16
2023-12,BR0029,374.84,295.52,78.84,54.54,14.55,48,231.84
2024-01,BR0029,432.49,303.09,70.08,16.29,3.77,40,28.02
2024-02,BR0029,387.32,387.32,100.0,37.23,9.61,31,343.0
2024-03,BR0029,225.83,199.0,88.12,21.06,9.33,47,371.27
2024-04,BR0029,66.47,56.85,85.53,6.88,10.35,5,128.16
2024-05,BR0029,52.87,38.85,73.48,3.43,6.49,51,370.57
2024-06,BR0029,358.84,286.07,79.72,43.05,12.0,46,166.78
2024-07,BR0029,279.77,221.41,79.14,21.49,7.68,50,91.3
2024-08,BR0029,240.18,241.31,100.47,22.02,9.17,42,187.67
2024-09,BR0029,395.48,307.29,77.7,24.26,6.13,15,21.37
2024-10,BR0029,227.93,191.23,83.9,22.37,9.81,32,86.98
2024-11,BR0029,248.87,199.0,79.96,31.38,12.61,8,163.02
2024-12,BR0029,152.2,143.66,94.39,9.23,6.06,64,333.42
2020-01,BR0030,207.85,185.05,89.03,10.79,5.19,48,372.5
2020-02,BR0030,359.02,350.19,97.54,40.3,11.23,49,351.1
2020-03,BR0030,417.66,406.22,97.26,45.25,10.83,74,323.35
2020-04,BR0030,108.95,98.03,89.98,16.21,14.88,66,283.09
2020-05,BR0030,55.63,52.79,94.9,6.6,11.86,6,293.26
2020-06,BR0030,299.72,246.76,82.33,42.21,14.08,72,223.32
2020-07,BR0030,197.05,188.89,95.86,15.64,7.94,61,386.4
2020-08,BR0030,317.94,257.69,81.05,8.82,2.77,31,231.29
2020-09,BR0030,333.09,236.29,70.94,20.19,6.06,56,195.37
2020-10,BR0030,141.38,121.47,85.92,10.21,7.22,37,127.65
2020-11,BR0030,94.29,89.13,94.53,13.26,14.06,54,107.57
2020-12,BR0030,464.75,338.48,72.83,42.44,9.13,30,123.71
2021-01,BR0030,147.31,150.17,101.94,16.79,11.4,69,31.88
2021-02,BR0030,238.47,177.87,74.59,29.11,12.21,50,28.63
2021-03,BR0030,357.38,308.35,86.28,14.36,4.02,27,200.51
2021-04,BR0030,106.14,92.64,87.28,13.88,13.08,65,280.62
2021-05,BR0030,255.16,182.95,71.7,11.69,4.58,44,74.12
2021-06,BR0030,87.47,69.05,78.94,10.44,11.94,43,73.61
2021-07,BR0030,498.48,412.49,82.75,41.11,8.25,12,390.61
2021-08,BR0030,452.85,458.24,101.19,25.9,5.72,51,392.57
2021-09,BR0030,67.98,51.34,75.52,6.47,9.52,72,241.65
2021-10,BR0030,328.83,286.41,87.1,34.89,10.61,16,224.34
2021-11,BR0030,293.73,211.93,72.15,17.4,5.92,28,106.43
2021-12,BR0030,334.44,276.62,82.71,49.31,14.74,33,35.49
2022-01,BR0030,304.61,280.52,92.09,7.46,2.45,66,246.39
2022-02,BR0030,421.51,364.4,86.45,54.59,12.95,74,79.77
2022-03,BR0030,235.6,215.36,91.41,32.02,13.59,5,72.27
2022-04,BR0030,440.75,385.22,87.4,45.0,10.21,23,39.81
2022-05,BR0030,326.24,309.18,94.77,25.04,7.68,47,36.23
2022-06,BR0030,188.12,190.42,101.22,14.19,7.54,74,104.78
2022-07,BR0030,379.92,290.56,76.48,38.82,10.22,64,232.05
2022-08,BR0030,363.54,319.04,87.76,23.26,6.4,55,341.86
2022-09,BR0030,341.77,347.24,101.6,7.27,2.13,63,309.12
2022-10,BR0030,333.13,247.75,74.37,49.07,14.73,6,394.22
2022-11,BR0030,155.72,130.98,84.11,11.19,7.19,79,312.24
2022-12,BR0030,393.56,314.73,79.97,39.45,10.02,5,345.48
2023-01,BR0030,432.93,410.33,94.78,30.73,7.1,79,220.48
2023-02,BR0030,462.12,411.47,89.04,28.86,6.25,23,309.94
2023-03,BR0030,195.48,146.45,74.92,27.16,13.89,74,382.15
2023-04,BR0030,374.6,286.76,76.55,20.2,5.39,80,110.52
2023-05,BR0030,73.0,67.48,92.44,6.03,8.26,73,222.64
2023-06,BR0030,96.49,75.6,78.35,7.52,7.79,33,306.52
2023-07,BR0030,492.33,408.44,82.96,47.87,9.72,47,116.5
2023-08,BR0030,210.77,169.61,80.47,14.75,7.0,75,113.06
2023-09,BR0030,442.75,418.62,94.55,18.97,4.28,22,345.95
2023-10,BR0030,276.9,219.17,79.15,34.36,12.41,35,224.08
2023-11,BR0030,80.07,61.26,76.51,7.27,9.08,38,156.04
2023-12,BR0030,142.76,112.55,78.84,16.11,11.28,28,91.16
2024-01,BR0030,406.95,330.73,81.27,27.97,6.87,70,152.82
2024-02,BR0030,253.27,182.05,71.88,8.67,3.42,54,217.75
2024-03,BR0030,398.2,363.08,91.18,35.73,8.97,7,379.83
2024-04,BR0030,89.14,67.18,75.37,4.62,5.18,39,88.86
2024-05,BR0030,121.85,123.63,101.46,16.78,13.77,48,208.88
2024-06,BR0030,471.78,350.44,74.28,59.17,12.54,25,41.76
2024-07,BR0030,362.61,311.16,85.81,40.31,11.12,13,301.37
2024-08,BR0030,309.45,240.01,77.56,22.91,7.4,70,254.51
2024-09,BR0030,294.76,279.67,94.88,6.42,2.18,16,373.04
2024-10,BR0030,357.27,319.72,89.49,16.35,4.58,75,93.03
2024-11,BR0030,230.91,175.21,75.88,22.83,9.89,51,65.98
2024-12,BR0030,220.91,156.43,70.81,8.31,3.76,27,96.78
2020-01,BR0031,457.93,348.12,76.02,45.3,9.89,72,75.18
2020-02,BR0031,190.88,172.82,90.54,13.89,7.28,56,263.81
2020-03,BR0031,191.36,145.45,76.01,11.76,6.15,31,93.77
2020-04,BR0031,128.09,128.29,100.16,6.43,5.02,51,289.32
2020-05,BR0031,252.47,248.35,98.37,24.69,9.78,23,271.3
2020-06,BR0031,98.45,80.44,81.71,10.24,10.4,46,208.64
2020-07,BR0031,491.5,430.06,87.5,21.99,4.47,79,135.91
2020-08,BR0031,254.28,211.69,83.25,10.71,4.21,20,104.12
2020-09,BR0031,469.6,424.52,90.4,59.64,12.7,59,41.84
2020-10,BR0031,140.33,132.54,94.45,8.92,6.36,63,370.63
2020-11,BR0031,414.81,295.39,71.21,10.49,2.53,19,229.94
2020-12,BR0031,290.55,260.88,89.79,30.71,10.57,67,300.24
2021-01,BR0031,203.29,146.19,71.91,6.18,3.04,47,328.33
2021-02,BR0031,242.4,227.23,93.74,15.57,6.42,18,269.24
2021-03,BR0031,88.58,82.12,92.71,7.12,8.04,34,238.24
2021-04,BR0031,396.9,322.08,81.15,28.28,7.13,16,36.95
2021-05,BR0031,215.51,219.2,101.71,18.3,8.49,72,294.09
2021-06,BR0031,481.22,434.45,90.28,68.34,14.2,73,92.85
2021-07,BR0031,374.33,360.33,96.26,9.54,2.55,42,210.88
2021-08,BR0031,121.81,104.85,86.08,17.19,14.11,17,375.82
2021-09,BR0031,243.73,174.19,71.47,7.53,3.09,63,242.64
2021-10,BR0031,488.35,390.88,80.04,56.75,11.62,35,345.33
2021-11,BR0031,421.34,376.68,89.4,16.33,3.88,23,266.34
2021-12,BR0031,390.29,290.49,74.43,25.02,6.41,53,189.97
2022-01,BR0031,233.29,217.36,93.17,25.12,10.77,42,207.65
2022-02,BR0031,447.96,372.21,83.09,28.72,6.41,51,116.01
2022-03,BR0031,467.55,414.76,88.71,69.91,14.95,22,183.85
2022-04,BR0031,160.93,138.45,86.03,16.12,10.02,32,252.22
2022-05,BR0031,191.27,144.56,75.58,5.14,2.69,5,149.69
2022-06,BR0031,467.97,339.47,72.54,23.15,4.95,69,152.05
2022-07,BR0031,238.43,193.13,81.0,24.88,10.43,30,266.93
2022-08,BR0031,488.41,381.45,78.1,44.57,9.13,14,82.32
2022-09,BR0031,436.59,372.24,85.26,60.71,13.91,17,129.24
2022-10,BR0031,379.16,316.64,83.51,42.0,11.08,65,322.95
2022-11,BR0031,426.32,341.87,80.19,48.24,11.32,63,366.56
2022-12,BR0031,101.33,100.45,99.13,11.07,10.92,58,34.99
2023-01,BR0031,161.86,121.4,75.0,16.17,9.99,39,372.61
2023-02,BR0031,443.86,370.49,83.47,22.13,4.99,51,238.6
2023-03,BR0031,105.16,97.69,92.9,4.72,4.49,47,166.56
2023-04,BR0031,207.82,179.41,86.33,27.09,13.04,31,181.78
2023-05,BR0031,421.67,386.71,91.71,24.17,5.73,69,91.45
2023-06,BR0031,431.23,423.6,98.23,16.83,3.9,24,248.34
2023-07,BR0031,487.91,365.93,75.0,43.83,8.98,24,381.86
2023-08,BR0031,127.29,120.98,95.04,15.61,12.26,38,20.94
2023-09,BR0031,255.77,250.17,97.81,8.1,3.17,42,252.64
2023-10,BR0031,264.45,267.17,101.03,20.18,7.63,53,306.59
2023-11,BR0031,456.62,428.72,93.89,28.49,6.24,6,290.83
2023-12,BR0031,308.57,288.94,93.64,44.33,14.37,52,141.4
2024-01,BR0031,398.56,328.89,82.52,50.75,12.73,16,320.97
2024-02,BR0031,474.31,380.3,80.18,60.23,12.7,6,179.76
2024-03,BR0031,472.21,461.11,97.65,47.5,10.06,10,80.4
2024-04,BR0031,152.94,128.15,83.79,18.19,11.89,15,315.16
2024-05,BR0031,225.55,175.09,77.63,21.63,9.59,75,381.38
2024-06,BR0031,65.26,52.2,79.99,4.06,6.22,13,237.83
2024-07,BR0031,98.67,80.66,81.75,13.3,13.48,38,186.43
2024-08,BR0031,240.18,240.18,100.0,8.5,3.54,46,305.47
2024-09,BR0031,378.62,288.85,76.29,45.21,11.94,37,283.11
2024-10,BR0031,465.53,332.3,71.38,26.65,5.72,6,173.47
2024-11,BR0031,113.22,82.28,72.67,6.38,5.64,56,187.9
2024-12,BR0031,252.98,245.8,97.16,32.33,12.78,59,255.1
2020-01,BR0032,182.61,180.6,98.9,12.48,6.83,9,21.93
2020-02,BR0032,421.34,414.68,98.42,23.58,5.6,22,170.59
2020-03,BR0032,123.1,108.5,88.14,4.47,3.63,9,225.64
2020-04,BR0032,190.54,155.12,81.41,9.06,4.75,12,364.04
2020-05,BR0032,170.82,158.47,92.77,9.4,5.5,26,189.65
2020-06,BR0032,133.48,127.33,95.39,6.68,5.0,18,115.78
2020-07,BR0032,371.73,318.16,85.59,25.77,6.93,16,81.73
2020-08,BR0032,306.9,303.59,98.92,9.79,3.19,31,82.65
2020-09,BR0032,298.01,235.73,79.1,7.2,2.42,34,357.94
2020-10,BR0032,233.58,220.27,94.3,5.88,2.52,13,361.81
2020-11,BR0032,449.86,382.52,85.03,64.65,14.37,44,177.2
2020-12,BR0032,262.51,199.8,76.11,6.57,2.5,43,52.32
2021-01,BR0032,190.6,172.76,90.64,10.17,5.34,59,106.62
2021-02,BR0032,85.9,80.05,93.19,9.25,10.77,52,94.72
2021-03,BR0032,138.73,98.04,70.67,4.21,3.03,56,207.95
2021-04,BR0032,153.14,138.16,90.22,14.75,9.63,7,180.92
2021-05,BR0032,453.12,356.15,78.6,25.95,5.73,16,227.73
2021-06,BR0032,472.41,409.86,86.76,69.68,14.75,42,164.83
2021-07,BR0032,132.94,129.26,97.23,18.88,14.2,75,136.95
2021-08,BR0032,472.84,434.16,91.82,9.94,2.1,55,237.77
2021-09,BR0032,82.51,63.49,76.95,3.12,3.78,37,110.23
2021-10,BR0032,440.22,434.06,98.6,12.14,2.76,13,322.82
2021-11,BR0032,76.78,62.34,81.19,8.26,10.76,55,394.3
2021-12,BR0032,422.16,390.84,92.58,59.76,14.16,64,327.28
2022-01,BR0032,209.2,163.64,78.22,12.81,6.12,30,238.35
2022-02,BR0032,278.28,200.03,71.88,20.05,7.2,77,213.9
2022-03,BR0032,118.72,85.66,72.15,10.65,8.97,35,308.7
2022-04,BR0032,365.2,368.67,100.95,22.51,6.16,72,395.05
2022-05,BR0032,169.28,167.59,99.0,5.48,3.24,44,354.47
2022-06,BR0032,484.7,424.6,87.6,51.43,10.61,21,143.82
2022-07,BR0032,74.18,65.54,88.35,4.67,6.3,21,55.45
2022-08,BR0032,279.15,250.31,89.67,11.06,3.96,64,351.62
2022-09,BR0032,264.34,209.99,79.44,23.92,9.05,29,93.29
2022-10,BR0032,462.01,465.61,100.78,14.12,3.06,80,272.47
2022-11,BR0032,433.8,435.06,100.29,52.86,12.19,80,269.76
2022-12,BR0032,208.28,187.64,90.09,17.03,8.18,6,373.37
2023-01,BR0032,464.48,371.49,79.98,15.91,3.43,13,50.02
2023-02,BR0032,292.43,286.2,97.87,23.98,8.2,20,398.89
2023-03,BR0032,480.9,360.68,75.0,21.15,4.4,14,218.64
2023-04,BR0032,116.41,94.83,81.46,4.49,3.86,34,33.25
2023-05,BR0032,199.63,156.59,78.44,13.07,6.55,6,164.23
2023-06,BR0032,208.9,177.06,84.76,22.67,10.85,50,58.14
2023-07,BR0032,395.98,312.82,79.0,57.9,14.62,46,53.23
2023-08,BR0032,71.51,56.72,79.32,5.07,7.09,22,64.01
2023-09,BR0032,351.98,303.41,86.2,37.63,10.69,53,355.48
2023-10,BR0032,397.83,310.15,77.96,18.34,4.61,44,296.37
2023-11,BR0032,289.54,289.08,99.84,34.33,11.86,50,85.28
2023-12,BR0032,68.83,68.16,99.03,3.69,5.36,52,189.91
2024-01,BR0032,426.39,403.92,94.73,41.55,9.74,30,377.73
2024-02,BR0032,233.79,181.47,77.62,11.27,4.82,73,192.57
2024-03,BR0032,171.17,166.48,97.26,13.96,8.16,67,53.28
2024-04,BR0032,439.35,330.39,75.2,16.55,3.77,9,369.62
2024-05,BR0032,50.33,49.48,98.32,2.56,5.09,18,268.48
2024-06,BR0032,331.67,337.11,101.64,43.06,12.98,36,198.61
2024-07,BR0032,459.49,367.18,79.91,30.1,6.55,48,171.26
2024-08,BR0032,194.64,144.66,74.32,8.34,4.28,43,202.13
2024-09,BR0032,369.65,317.71,85.95,9.34,2.53,62,308.45
2024-10,BR0032,421.74,319.22,75.69,25.45,6.03,28,124.87
2024-11,BR0032,375.81,328.8,87.49,12.54,3.34,26,158.2
2024-12,BR0032,127.63,100.3,78.59,12.93,10.13,58,138.73
2020-01,BR0033,52.33,47.03,89.88,6.67,12.75,52,26.92
2020-02,BR0033,198.22,156.87,79.14,28.76,14.51,37,197.75
2020-03,BR0033,152.32,136.42,89.56,5.52,3.62,65,42.46
2020-04,BR0033,434.41,317.08,72.99,15.21,3.5,70,23.07
2020-05,BR0033,402.77,398.58,98.96,58.83,14.61,52,268.63
2020-06,BR0033,456.3,438.64,96.13,65.41,14.33,43,312.5
2020-07,BR0033,211.58,189.43,89.53,4.73,2.24,72,154.39
2020-08,BR0033,335.81,280.7,83.59,28.99,8.63,32,74.24
